"Megestrol "	"MEGE40L"	"40"
"Megestrol "	"MEGE40L"	"400"
"Megestrol "	"MEGE800L"	"625"
"Megestrol "	"MEGE800L"	"800"
"Megestrol Acetate"	"MEGE20"	"100"
"Megestrol Acetate"	"MEGE20"	"20"
"Megestrol Acetate"	"MEGE20"	"40"
"Megestrol Acetate"	"MEGE20"	"80"
"Megestrol Acetate"	"MEGE200L"	"200"
"Megestrol Acetate"	"MEGE200L"	"600"
"Megestrol Acetate"	"MEGE40"	"20"
"Megestrol Acetate"	"MEGE40"	"200"
"Megestrol Acetate"	"MEGE40"	"40"
"Megestrol Acetate"	"MEGE40"	"400"
"Megestrol Acetate"	"MEGE40"	"80"
"Megestrol Acetate"	"MEGE40"	"800"
"Megestrol Acetate"	"MEGE400L"	"400"
"Megestrol Acetate"	"MEGE400L"	"800"
"Megestrol Acetate"	"MEGE40L"	"40"
"Megestrol Acetate"	"MEGE40L"	"400"
"Megestrol Acetate"	"MEGE40L"	"625"
"Megestrol Acetate"	"MEGE800L"	"600"
"Megestrol Acetate"	"MEGE800L"	"800"
"Megestrol Oral Soln"	"MEGE400L"	"400"
"Megestrol Oral Soln"	"MEGE800L"	"800"
"Megestrol Oral Suspension"	"MEGE400L"	"400"
"Megestrol"	"MEGE400L"	"400"
"Megestrol"	"MEGE800L"	"800"
"Melatonin"		"1"
"Melatonin"		"11"
"Melatonin"		"3"
"Melatonin"		"5"
"Melatonin"		"6"
"Melatonin-Theanine"		"3"
"Meloxicam"		"15"
"Meloxicam"	"MELO7.5"	"15"
"Meloxicam"	"MELO7.5"	"7.5"
"Melphalan HCl"	"MELP50I"	"119"
"Melphalan HCl"	"MELP50I"	"135"
"Melphalan HCl"	"MELP50I"	"140"
"Melphalan HCl"	"MELP50I"	"170"
"Melphalan HCl"	"MELP50I"	"178"
"Melphalan HCl"	"MELP50I"	"193"
"Melphalan"	"MELP2"	"10"
"Melphalan"	"MELP2"	"18"
"Melphalan"	"MELP50I"	"150"
"Melphalan"	"MELP50I"	"151"
"Melphalan"	"MELP50I"	"173"
"Melphalan"	"MELP50I"	"180"
"Melphalan"	"MELP50I"	"200"
"Melphalan"	"MELP50I"	"239"
"Memantine HCl"	"MEMA5"	"10"
"Memantine HCl"	"MEMA5"	"5"
"Memantine"	"MEMA10"	"10"
"Memantine"	"MEMA5"	"10"
"Memantine"	"MEMA5"	"5"
"Memantine"	"MEMA5"	"5-10"
"Menest (esterified estrogens)"		"0.625"
"Meningococ Vac A	W135 (PF)"	W135 (PF)"
"Meningococcal Vac A	W-135"	W-135"
"Meningococcal Vaccine"	"MENI1SYR"	"0.5"
"Meningococcal Vaccine"	"MENI5I"	"0.5"
"Menomune - A/C/Y/W-135"	"MENI5I"	"0.5"
"Menomune"	"MENI5I"	"0.5"
"Menthol-Cetylpyridinium Cl"	"CEPACOL1"	"2"
"Mepe"	"MEPE50I"	"12.5"
"Meperi"	"MEPE50I"	"12.5"
"Meperidine (PF)"	"MEPE50I"	"100"
"Meperidine HCl"	"MEPE100AMP"	"100"
"Meperidine HCl"	"MEPE50I"	"25-50   "
"Meperidine HCl"	"MEPE50I"	"25-50"
"Meperidine PCA"	"MEPE500PCA"	"5"
"Meperidine PF"	"MEPE100AMP"	"100"
"Meperidine PF"	"MEPE100AMP"	"250"
"Meperidine PF"	"MEPE100AMP"	"500"
"Meperidine"	"MEPE100AMP"	"100"
"Meperidine"	"MEPE100AMP"	"250"
"Meperidine"	"MEPE100I"	"100"
"Meperidine"	"MEPE100I"	"100-200"
"Meperidine"	"MEPE100I"	"12.5"
"Meperidine"	"MEPE100I"	"12.5-25"
"Meperidine"	"MEPE100I"	"200"
"Meperidine"	"MEPE100I"	"25"
"Meperidine"	"MEPE100I"	"25-100"
"Meperidine"	"MEPE100I"	"25-75"
"Meperidine"	"MEPE100I"	"250"
"Meperidine"	"MEPE100I"	"50-100"
"Meperidine"	"MEPE100I"	"500"
"Meperidine"	"MEPE100I"	"75"
"Meperidine"	"MEPE25I"	"12.5"
"Meperidine"	"MEPE25I"	"25"
"Meperidine"	"MEPE50"	"100"
"Meperidine"	"MEPE50"	"12.5"
"Meperidine"	"MEPE50"	"12.5-25"
"Meperidine"	"MEPE50"	"25"
"Meperidine"	"MEPE50"	"25-50"
"Meperidine"	"MEPE50"	"50"
"Meperidine"	"MEPE50"	"50-100"
"Meperidine"	"MEPE50"	"50-75"
"Meperidine"	"MEPE50"	"75"
"Meperidine"	"MEPE500PCA"	"0"
"Meperidine"	"MEPE500PCA"	"1"
"Meperidine"	"MEPE500PCA"	"1.5"
"Meperidine"	"MEPE500PCA"	"10"
"Meperidine"	"MEPE500PCA"	"100"
"Meperidine"	"MEPE500PCA"	"12.5"
"Meperidine"	"MEPE500PCA"	"12.5-25"
"Meperidine"	"MEPE500PCA"	"2.5"
"Meperidine"	"MEPE500PCA"	"5"
"Meperidine"	"MEPE500PCA"	"500"
"Meperidine"	"MEPE50I"	
"Meperidine"	"MEPE50I"	"1"
"Meperidine"	"MEPE50I"	"100"
"Meperidine"	"MEPE50I"	"112.5"
"Meperidine"	"MEPE50I"	"112.5-25"
"Meperidine"	"MEPE50I"	"12-25"
"Meperidine"	"MEPE50I"	"12.5 -25"
"Meperidine"	"MEPE50I"	"12.5"
"Meperidine"	"MEPE50I"	"12.5-25"
"Meperidine"	"MEPE50I"	"12.5-50"
"Meperidine"	"MEPE50I"	"150"
"Meperidine"	"MEPE50I"	"2"
"Meperidine"	"MEPE50I"	"20"
"Meperidine"	"MEPE50I"	"25"
"Meperidine"	"MEPE50I"	"25- 50"
"Meperidine"	"MEPE50I"	"25-100"
"Meperidine"	"MEPE50I"	"25-30"
"Meperidine"	"MEPE50I"	"25-50"
"Meperidine"	"MEPE50I"	"25-75"
"Meperidine"	"MEPE50I"	"3"
"Meperidine"	"MEPE50I"	"37.5"
"Meperidine"	"MEPE50I"	"5"
"Meperidine"	"MEPE50I"	"5-10"
"Meperidine"	"MEPE50I"	"50"
"Meperidine"	"MEPE50I"	"50-100"
"Meperidine"	"MEPE50I"	"50-75"
"Meperidine"	"MEPE50I"	"6"
"Meperidine"	"MEPE50I"	"6.25"
"Meperidine"	"MEPE50I"	"75"
"Meperidine"	"MEPE50I"	"o12.5-25"
"Meperidine"	"MEPE50L"	"12.5"
"Meperidine"	"MEPE50L"	"12.5-25"
"Mephobarbital"	"MEPH50"	"50"
"Mepivacaine 1%"	"MEPI1I"	"5"
"Mercaptopurine"	"MERC50"	"100"
"Mercaptopurine"	"MERC50"	"125"
"Mercaptopurine"	"MERC50"	"50"
"Mercaptopurine"	"MERC50"	"75"
"Meropenem Desensitization"	"MERODESEN"	"0.001"
"Meropenem Desensitization"	"MERODESEN"	"0.01"
"Meropenem Desensitization"	"MERODESEN"	"0.1"
"Meropenem Desensitization"	"MERODESEN"	"0.5"
"Meropenem Desensitization"	"MERODESEN"	"1"
"Meropenem Desensitization"	"MERODESEN"	"10"
"Meropenem Desensitization"	"MERODESEN"	"100"
"Meropenem Desensitization"	"MERODESEN"	"1000"
"Meropenem Desensitization"	"MERODESEN"	"2000"
"Meropenem Desensitization"	"MERODESEN"	"750"
"Meropenem"	"MERO1I"	"0"
"Meropenem"	"MERO1I"	"1"
"Meropenem"	"MERO1I"	"1000"
"Meropenem"	"MERO1I"	"2"
"Meropenem"	"MERO1I"	"2000"
"Meropenem"	"MERO1I"	"50"
"Meropenem"	"MERO1I"	"500"
"Meropenem"	"MERO1I"	"750"
"Meropenem"	"MERO500I"	"1000"
"Meropenem"	"MERO500I"	"15"
"Meropenem"	"MERO500I"	"1500"
"Meropenem"	"MERO500I"	"2000"
"Meropenem"	"MERO500I"	"250"
"Meropenem"	"MERO500I"	"50"
"Meropenem"	"MERO500I"	"500"
"Meropenem"	"MERO500I"	"750"
"Meropenem"	"NEOMERO"	"15"
"Meropenem"	"NEOMERO"	"17"
"Meropenem"	"NEOMERO"	"20"
"Meropenem"	"NEOMERO"	"25"
"Meropenem"	"NEOMERO"	"26"
"Meropenem"	"NEOMERO"	"30"
"Meropenem"	"NEOMERO"	"40"
"Meropenem"	"NEOMERO"	"45"
"Meropenem"	"NEOMERO"	"55"
"Meropenem"	"NEOMERO"	"75"
"Mesala"	"MESA4R"	"4"
"Mesalami"	"PENT250"	"1000"
"Mesalamine "	"MESA4R"	"4000"
"Mesalamine (Rectal)"	"MESA1000R"	"1000"
"Mesalamine (Rectal)"	"MESA1000R"	"500"
"Mesalamine (Rectal)"	"MESA5S"	"500"
"Mesalamine DR"	"MESA400"	"1000"
"Mesalamine DR"	"MESA400"	"1200"
"Mesalamine DR"	"MESA400"	"1600"
"Mesalamine DR"	"MESA400"	"2000"
"Mesalamine DR"	"MESA400"	"2400"
"Mesalamine DR"	"MESA400"	"400"
"Mesalamine DR"	"MESA400"	"800"
"Mesalamine Desensitization"	"MESADESEN1"	"0.025"
"Mesalamine Desensitization"	"MESADESEN10"	"25"
"Mesalamine Desensitization"	"MESADESEN11"	"50"
"Mesalamine Desensitization"	"MESADESEN12"	"100"
"Mesalamine Desensitization"	"MESADESEN13"	"200"
"Mesalamine Desensitization"	"MESADESEN2"	"0.05"
"Mesalamine Desensitization"	"MESADESEN3"	"0.1"
"Mesalamine Desensitization"	"MESADESEN4"	"0.25"
"Mesalamine Desensitization"	"MESADESEN5"	"0.5"
"Mesalamine Desensitization"	"MESADESEN6"	"1"
"Mesalamine Desensitization"	"MESADESEN7"	"2.5"
"Mesalamine Desensitization"	"MESADESEN8"	"5"
"Mesalamine Desensitization"	"MESADESEN9"	"10"
"Mesalamine Enema"	"MESA4R"	"4"
"Mesalamine"	"MESA400"	"1000"
"Mesalamine"	"MESA400"	"1200"
"Mesalamine"	"MESA400"	"1600"
"Mesalamine"	"MESA400"	"2000"
"Mesalamine"	"MESA400"	"2400"
"Mesalamine"	"MESA400"	"400"
"Mesalamine"	"MESA400"	"800"
"Mesalamine"	"PENT250"	"1000"
"Mesalamine"	"PENT250"	"1250"
"Mesalamine"	"PENT250"	"1500"
"Mesalamine"	"PENT250"	"2000"
"Mesalamine"	"PENT250"	"250"
"Mesalamine"	"PENT250"	"2500"
"Mesalamine"	"PENT250"	"500"
"Mesalamine"	"PENT250"	"750"
"Mesna"	"MESN1I"	"426"
"Mesna"	"MESN1I"	"468"
"Mesna"	"MESNA1I"	"1000"
"Mesna"	"MESNA1I"	"1015"
"Mesna"	"MESNA1I"	"1020"
"Mesna"	"MESNA1I"	"1050"
"Mesna"	"MESNA1I"	"1065"
"Mesna"	"MESNA1I"	"1075"
"Mesna"	"MESNA1I"	"1080"
"Mesna"	"MESNA1I"	"1090"
"Mesna"	"MESNA1I"	"1095"
"Mesna"	"MESNA1I"	"1120"
"Mesna"	"MESNA1I"	"1175"
"Mesna"	"MESNA1I"	"1180"
"Mesna"	"MESNA1I"	"1200"
"Mesna"	"MESNA1I"	"1220"
"Mesna"	"MESNA1I"	"1235"
"Mesna"	"MESNA1I"	"1260"
"Mesna"	"MESNA1I"	"1275"
"Mesna"	"MESNA1I"	"1305"
"Mesna"	"MESNA1I"	"200"
"Mesna"	"MESNA1I"	"240"
"Mesna"	"MESNA1I"	"250"
"Mesna"	"MESNA1I"	"300"
"Mesna"	"MESNA1I"	"345"
"Mesna"	"MESNA1I"	"350"
"Mesna"	"MESNA1I"	"40"
"Mesna"	"MESNA1I"	"400"
"Mesna"	"MESNA1I"	"4000"
"Mesna"	"MESNA1I"	"425"
"Mesna"	"MESNA1I"	"426"
"Mesna"	"MESNA1I"	"480"
"Mesna"	"MESNA1I"	"50"
"Mesna"	"MESNA1I"	"500"
"Mesna"	"MESNA1I"	"520"
"Mesna"	"MESNA1I"	"600"
"Mesna"	"MESNA1I"	"610"
"Mesna"	"MESNA1I"	"650"
"Mesna"	"MESNA1I"	"660"
"Mesna"	"MESNA1I"	"670"
"Mesna"	"MESNA1I"	"700"
"Mesna"	"MESNA1I"	"705"
"Mesna"	"MESNA1I"	"710"
"Mesna"	"MESNA1I"	"750"
"Mesna"	"MESNA1I"	"760"
"Mesna"	"MESNA1I"	"780"
"Mesna"	"MESNA1I"	"800"
"Mesna"	"MESNA1I"	"810"
"Mesna"	"MESNA1I"	"824"
"Mesna"	"MESNA1I"	"8450"
"Mesna"	"MESNA1I"	"875"
"Mesna"	"MESNA1I"	"876"
"Mesna"	"MESNA1I"	"885"
"Mesna"	"MESNA1I"	"900"
"Mesna"	"MESNA1I"	"914"
"Mesna"	"MESNA1I"	"915"
"Mesna"	"MESNA1I"	"930"
"Mesna"	"MESNA1I"	"960"
"Mesna"	"MESNA1I"	"975"
"Mesna"	"MESNA1I"	"977"
"Mesna"	"MESNA1I"	"980"
"Mestinon SR"		"180"
"MetFORMIN (Glucophage)"	"METF500"	"100"
"MetFORMIN (Glucophage)"	"METF500"	"1000"
"MetFORMIN (Glucophage)"	"METF500"	"1250"
"MetFORMIN (Glucophage)"	"METF500"	"1500"
"MetFORMIN (Glucophage)"	"METF500"	"250"
"MetFORMIN (Glucophage)"	"METF500"	"500"
"MetFORMIN (Glucophage)"	"METF500"	"750"
"MetFORMIN (Glucophage)"	"METF850"	"1700"
"MetFORMIN (Glucophage)"	"METF850"	"850"
"MetFORMIN XR (Glucophage XR)"	"METF500XR"	"1000"
"MetFORMIN XR (Glucophage XR)"	"METF500XR"	"1500"
"MetFORMIN XR (Glucophage XR)"	"METF500XR"	"2000"
"MetFORMIN XR (Glucophage XR)"	"METF500XR"	"500"
"MetFORMIN XR (Glucophage XR)"	"METF500XR"	"750"
"MetFORMIN XR (Glucophage XR)"	"METF500XR"	"850"
"MetFORMIN XR (Glucophage XR)"	"METF750XR"	"750"
"MetFORMIN"	"METF500"	"500"
"MetFORMIN"	"METF500XR"	"1500"
"MetFORMIN"	"METF850"	"850"
"MetRONIDAZOLE (FLagyl)"	"METR250"	"250"
"MetRONIDAZOLE (FLagyl)"	"METR250"	"500"
"MetRONIDAZOLE (FLagyl)"	"METR500"	"1000"
"MetRONIDAZOLE (FLagyl)"	"METR500"	"2"
"MetRONIDAZOLE (FLagyl)"	"METR500"	"2000"
"MetRONIDAZOLE (FLagyl)"	"METR500"	"250"
"MetRONIDAZOLE (FLagyl)"	"METR500"	"500"
"MetRONIDAZOLE (FLagyl)"	"METR500I"	"250"
"MetRONIDAZOLE (FLagyl)"	"METR500I"	"500"
"MetRONIDAZOLE (FLagyl)"	"METR500I"	"750"
"MetRONIDAZOLE (FLagyl)"	"METR500PM"	"1000"
"MetRONIDAZOLE (FLagyl)"	"METR500PM"	"1500"
"MetRONIDAZOLE (FLagyl)"	"METR500PM"	"2"
"MetRONIDAZOLE (FLagyl)"	"METR500PM"	"250"
"MetRONIDAZOLE (FLagyl)"	"METR500PM"	"500"
"MetRONIDAZOLE (FLagyl)"	"METR500PM"	"750"
"MetRONIDAZOLE (FLagyl)"	"METR50L"	"500"
"MetRONIDAZOLE"	"METR500"	"500"
"Metamucil Smooth Texture"	"METAMOR"	"1"
"Metamucil"		"6"
"Metformin HCl"	"METF500XR"	"500"
"Metformin XR"	"METF500XR"	"1000"
"Metformin XR"	"METF500XR"	"1500"
"Metformin XR"	"METF500XR"	"2000"
"Metformin XR"	"METF500XR"	"500"
"Metformin"		"500"
"Metformin"	"METF500"	"1000"
"Metformin"	"METF500"	"1500"
"Metformin"	"METF500"	"250"
"Metformin"	"METF500"	"500"
"Metformin"	"METF500"	"750"
"Metformin"	"METF500XR"	"1000"
"Metformin"	"METF500XR"	"500"
"Metformin"	"METF850"	"1275"
"Metformin"	"METF850"	"425"
"Metformin"	"METF850"	"850"
"Methad"	"METH1L"	"1"
"Methadon"	"METH10L"	"20"
"Methadon"	"METH1L"	"0.5"
"Methadone (Dispersible Tablet)"	"METH40"	"40"
"Methadone (Dispersible Tablet)"	"METH40"	"60"
"Methadone HCl"	"METD10"	"10"
"Methadone HCl"	"METD10"	"10-30"
"Methadone HCl"	"METD10"	"100"
"Methadone HCl"	"METD10"	"15"
"Methadone HCl"	"METD10"	"150"
"Methadone HCl"	"METD10"	"20"
"Methadone HCl"	"METD10"	"200"
"Methadone HCl"	"METD10"	"25"
"Methadone HCl"	"METD10"	"250"
"Methadone HCl"	"METD10"	"30"
"Methadone HCl"	"METD10"	"35"
"Methadone HCl"	"METD10"	"40"
"Methadone HCl"	"METD10"	"45"
"Methadone HCl"	"METD10"	"5"
"Methadone HCl"	"METD10"	"50"
"Methadone HCl"	"METD10"	"55"
"Methadone HCl"	"METD10"	"60"
"Methadone HCl"	"METD10"	"65"
"Methadone HCl"	"METD10"	"70"
"Methadone HCl"	"METD10"	"75"
"Methadone HCl"	"METD10"	"80"
"Methadone HCl"	"METD10"	"85"
"Methadone HCl"	"METD10"	"90"
"Methadone HCl"	"METD10"	"95"
"Methadone HCl"	"METD5"	"10"
"Methadone HCl"	"METD5"	"15"
"Methadone HCl"	"METD5"	"2.5"
"Methadone HCl"	"METD5"	"2.5-5"
"Methadone HCl"	"METD5"	"20"
"Methadone HCl"	"METD5"	"25"
"Methadone HCl"	"METD5"	"30"
"Methadone HCl"	"METD5"	"35"
"Methadone HCl"	"METD5"	"40"
"Methadone HCl"	"METD5"	"5"
"Methadone HCl"	"METD5"	"50"
"Methadone HCl"	"METD5"	"65"
"Methadone HCl"	"METD5"	"7.5"
"Methadone HCl"	"METH10I"	"0-32"
"Methadone HCl"	"METH10I"	"10"
"Methadone HCl"	"METH10I"	"1000"
"Methadone HCl"	"METH10I"	"125"
"Methadone HCl"	"METH10I"	"20"
"Methadone HCl"	"METH10I"	"200"
"Methadone HCl"	"METH10I"	"25"
"Methadone HCl"	"METH10I"	"250"
"Methadone HCl"	"METH10I"	"30"
"Methadone HCl"	"METH10I"	"40"
"Methadone HCl"	"METH10I"	"50"
"Methadone HCl"	"METH10I"	"500"
"Methadone HCl"	"METH10I"	"60"
"Methadone HCl"	"METH10I"	"80"
"Methadone HCl"	"METH10I"	"90"
"Methadone HCl"	"METH10L"	"1.6"
"Methadone HCl"	"METH10L"	"10"
"Methadone HCl"	"METH10L"	"100"
"Methadone HCl"	"METH10L"	"15"
"Methadone HCl"	"METH10L"	"2"
"Methadone HCl"	"METH10L"	"20"
"Methadone HCl"	"METH10L"	"25"
"Methadone HCl"	"METH10L"	"3.2"
"Methadone HCl"	"METH10L"	"30"
"Methadone HCl"	"METH10L"	"37"
"Methadone HCl"	"METH10L"	"4"
"Methadone HCl"	"METH10L"	"40"
"Methadone HCl"	"METH10L"	"5"
"Methadone HCl"	"METH10L"	"50"
"Methadone HCl"	"METH10L"	"60"
"Methadone HCl"	"METH10L"	"7.5"
"Methadone HCl"	"METH10L"	"75"
"Methadone HCl"	"METH10SY"	"1"
"Methadone HCl"	"METH10SY"	"10"
"Methadone HCl"	"METH10SY"	"15"
"Methadone HCl"	"METH10SY"	"2"
"Methadone HCl"	"METH10SY"	"2.5"
"Methadone HCl"	"METH10SY"	"20"
"Methadone HCl"	"METH10SY"	"25"
"Methadone HCl"	"METH10SY"	"30"
"Methadone HCl"	"METH10SY"	"4"
"Methadone HCl"	"METH10SY"	"40"
"Methadone HCl"	"METH10SY"	"5"
"Methadone HCl"	"METH10SY"	"50"
"Methadone HCl"	"METH10SY"	"60"
"Methadone HCl"	"METH10SY"	"80"
"Methadone HCl"	"METH10SY"	"90"
"Methadone HCl"	"METH25PCA"	"0.2"
"Methadone HCl"	"METH25PCA"	"0.3"
"Methadone HCl"	"METH25PCA"	"0.5"
"Methadone HCl"	"METH25PCA"	"1"
"Methadone HCl"	"METH40"	"1"
"Methadone HCl"	"METH40"	"100"
"Methadone HCl"	"METH40"	"120"
"Methadone HCl"	"METH40"	"130"
"Methadone HCl"	"METH40"	"140"
"Methadone HCl"	"METH40"	"150"
"Methadone HCl"	"METH40"	"160"
"Methadone HCl"	"METH40"	"180"
"Methadone HCl"	"METH40"	"200"
"Methadone HCl"	"METH40"	"240"
"Methadone HCl"	"METH40"	"250"
"Methadone HCl"	"METH40"	"40"
"Methadone HCl"	"METH40"	"50"
"Methadone HCl"	"METH40"	"60"
"Methadone HCl"	"METH40"	"65"
"Methadone HCl"	"METH40"	"70"
"Methadone HCl"	"METH40"	"80"
"Methadone HCl"	"METH50L"	"140"
"Methadone HCl"	"METH50L"	"145"
"Methadone HCl"	"METH50L"	"150"
"Methadone HCl"	"METH50L"	"20"
"Methadone HCl"	"METH50L"	"25"
"Methadone HCl"	"METH50L"	"30"
"Methadone HCl"	"METH50L"	"33"
"Methadone HCl"	"METH50L"	"40"
"Methadone HCl"	"METH50L"	"45"
"Methadone HCl"	"METH50L"	"50"
"Methadone HCl"	"METH50L"	"60"
"Methadone HCl"	"METH50L"	"70"
"Methadone HCl"	"METH50L"	"80"
"Methadone HCl"	"METHCONC"	"50"
"Methadone Hcl"	"METH10I"	"15"
"Methadone PCA"	"METH25PCA"	"0.25"
"Methadone PCA"	"METH25PCA"	"0.3"
"Methadone PCA"	"METH25PCA"	"0.5"
"Methadone PCA"	"METH25PCA"	"1"
"Methadone PCA"	"METH25PCA"	"15"
"Methadone PCA"	"METH25PCA"	"20"
"Methadone PCA"	"METH25PCA"	"25"
"Methadone PCA"	"METH25PCA"	"40"
"Methadone PCA"	"METH25PCA"	"50"
"Methadone"	"METD10"	"10"
"Methadone"	"METD10"	"10-20"
"Methadone"	"METD10"	"100"
"Methadone"	"METD10"	"110"
"Methadone"	"METD10"	"120"
"Methadone"	"METD10"	"15"
"Methadone"	"METD10"	"2"
"Methadone"	"METD10"	"20"
"Methadone"	"METD10"	"20-40"
"Methadone"	"METD10"	"25"
"Methadone"	"METD10"	"30"
"Methadone"	"METD10"	"35"
"Methadone"	"METD10"	"40"
"Methadone"	"METD10"	"45"
"Methadone"	"METD10"	"5"
"Methadone"	"METD10"	"50"
"Methadone"	"METD10"	"55"
"Methadone"	"METD10"	"60"
"Methadone"	"METD10"	"70"
"Methadone"	"METD10"	"75"
"Methadone"	"METD10"	"80"
"Methadone"	"METD10"	"85"
"Methadone"	"METD10"	"90"
"Methadone"	"METD5"	"0"
"Methadone"	"METD5"	"10"
"Methadone"	"METD5"	"12.5"
"Methadone"	"METD5"	"15"
"Methadone"	"METD5"	"2.5"
"Methadone"	"METD5"	"2.5-5"
"Methadone"	"METD5"	"20"
"Methadone"	"METD5"	"25"
"Methadone"	"METD5"	"30"
"Methadone"	"METD5"	"5"
"Methadone"	"METD5"	"5-10"
"Methadone"	"METD5"	"7.5"
"Methadone"	"METD5"	"7.5-10"
"Methadone"	"METH10I"	"10"
"Methadone"	"METH10I"	"12.5"
"Methadone"	"METH10I"	"15"
"Methadone"	"METH10I"	"2"
"Methadone"	"METH10I"	"2.5"
"Methadone"	"METH10I"	"20"
"Methadone"	"METH10I"	"20-40"
"Methadone"	"METH10I"	"200"
"Methadone"	"METH10I"	"25"
"Methadone"	"METH10I"	"30"
"Methadone"	"METH10I"	"35"
"Methadone"	"METH10I"	"4"
"Methadone"	"METH10I"	"40"
"Methadone"	"METH10I"	"400"
"Methadone"	"METH10I"	"45"
"Methadone"	"METH10I"	"5"
"Methadone"	"METH10I"	"6"
"Methadone"	"METH10I"	"7.5"
"Methadone"	"METH10I"	"8"
"Methadone"	"METH10I"	"80"
"Methadone"	"METH10L"	"1"
"Methadone"	"METH10L"	"10"
"Methadone"	"METH10L"	"10-20"
"Methadone"	"METH10L"	"12"
"Methadone"	"METH10L"	"12.5"
"Methadone"	"METH10L"	"120"
"Methadone"	"METH10L"	"14"
"Methadone"	"METH10L"	"15"
"Methadone"	"METH10L"	"16"
"Methadone"	"METH10L"	"18"
"Methadone"	"METH10L"	"2"
"Methadone"	"METH10L"	"2.5"
"Methadone"	"METH10L"	"20"
"Methadone"	"METH10L"	"26"
"Methadone"	"METH10L"	"30"
"Methadone"	"METH10L"	"4"
"Methadone"	"METH10L"	"40"
"Methadone"	"METH10L"	"5"
"Methadone"	"METH10L"	"5-10"
"Methadone"	"METH10L"	"54"
"Methadone"	"METH10L"	"6"
"Methadone"	"METH10L"	"60"
"Methadone"	"METH10L"	"64"
"Methadone"	"METH10L"	"7.5"
"Methadone"	"METH10L"	"8"
"Methadone"	"METH10SY"	"1.25"
"Methadone"	"METH10SY"	"10"
"Methadone"	"METH10SY"	"12.5"
"Methadone"	"METH10SY"	"15"
"Methadone"	"METH10SY"	"16"
"Methadone"	"METH10SY"	"2"
"Methadone"	"METH10SY"	"2.5"
"Methadone"	"METH10SY"	"20"
"Methadone"	"METH10SY"	"25"
"Methadone"	"METH10SY"	"3"
"Methadone"	"METH10SY"	"3.5-7.5"
"Methadone"	"METH10SY"	"4"
"Methadone"	"METH10SY"	"40"
"Methadone"	"METH10SY"	"400"
"Methadone"	"METH10SY"	"5"
"Methadone"	"METH10SY"	"50"
"Methadone"	"METH10SY"	"6"
"Methadone"	"METH10SY"	"7.5"
"Methadone"	"METH10SY"	"8"
"Methadone"	"METH10SY"	"80"
"Methadone"	"METH1L"	"0.25-1"
"Methadone"	"METH1L"	"0.5"
"Methadone"	"METH1L"	"1"
"Methadone"	"METH1L"	"2"
"Methadone"	"METH1L"	"5"
"Methadone"	"METH25PCA"	"25"
"Methadone"	"METH40"	"100"
"Methadone"	"METH40"	"110"
"Methadone"	"METH40"	"120"
"Methadone"	"METH40"	"140"
"Methadone"	"METH40"	"160"
"Methadone"	"METH40"	"170"
"Methadone"	"METH40"	"20"
"Methadone"	"METH40"	"200"
"Methadone"	"METH40"	"220"
"Methadone"	"METH40"	"40"
"Methadone"	"METH40"	"5"
"Methadone"	"METH40"	"50"
"Methadone"	"METH40"	"60"
"Methadone"	"METH40"	"80"
"Methadone"	"METH50L"	"10"
"Methadone"	"METH50L"	"100"
"Methadone"	"METH50L"	"106"
"Methadone"	"METH50L"	"110"
"Methadone"	"METH50L"	"115"
"Methadone"	"METH50L"	"120"
"Methadone"	"METH50L"	"130"
"Methadone"	"METH50L"	"140"
"Methadone"	"METH50L"	"150"
"Methadone"	"METH50L"	"170"
"Methadone"	"METH50L"	"175"
"Methadone"	"METH50L"	"20"
"Methadone"	"METH50L"	"25"
"Methadone"	"METH50L"	"30"
"Methadone"	"METH50L"	"35"
"Methadone"	"METH50L"	"40"
"Methadone"	"METH50L"	"44"
"Methadone"	"METH50L"	"45"
"Methadone"	"METH50L"	"46"
"Methadone"	"METH50L"	"50"
"Methadone"	"METH50L"	"60"
"Methadone"	"METH50L"	"64"
"Methadone"	"METH50L"	"68"
"Methadone"	"METH50L"	"75"
"Methadone"	"METH50L"	"80"
"Methadone"	"METH50L"	"85"
"Methadone"	"METH50L"	"90"
"Methadone"	"METH50L"	"93"
"Methadone"	"METH50L"	"95"
"Methazolamide"	"METZ50"	"25"
"Methazolamide"	"METZ50"	"50"
"Methazolamide"	"METZ50"	"6.25"
"Methenamine Hippurate"	"METH1"	"1000"
"Methenamine Mandelate"	"MEMA1"	"1"
"Methenamine Mandelate"	"MEMA1"	"1000"
"Methenamine Mandelate"	"MEMA1"	"500"
"Methimazole"	"METH10"	"10"
"Methimazole"	"METH10"	"15"
"Methimazole"	"METH10"	"20"
"Methimazole"	"METH10"	"25"
"Methimazole"	"METH10"	"30"
"Methimazole"	"METH10"	"40"
"Methimazole"	"METH10"	"5"
"Methimazole"	"METH10"	"60"
"Methimazole"	"METH5"	"10"
"Methimazole"	"METH5"	"15"
"Methimazole"	"METH5"	"2.5"
"Methimazole"	"METH5"	"20"
"Methimazole"	"METH5"	"25"
"Methimazole"	"METH5"	"5"
"Methimazole"	"METH5"	"7.5"
"Methocarbamol"	"METC500"	"1000"
"Methocarbamol"	"METC500"	"1500"
"Methocarbamol"	"METC500"	"500"
"Methocarbamol"	"METC500"	"500-1500"
"Methocarbamol"	"METC500"	"750"
"Methocarbamol"	"METC500"	"750-1500"
